longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-1183,3377,180,38210,7950,28310,7690,29571,3462000
-1183,3376,180,96590,17160,43360,16740,57764,2905000
-11828,3377,470,3070,690,3740,650,29063,1469000
-11828,3375,410,13050,3810,13840,3690,245,1868000
-11828,3375,180,3930,1890,4290,1880,18393,1875000
-11828,3374,400,17510,5120,19390,5030,15394,2000000
-11828,3375,210,24420,7190,19160,6460,12276,2083000
-11828,3374,160,8550,2710,4860,2500,7591,3500000
-1183,3375,190,23560,4400,12910,4180,42308,4161000
-1183,3376,60,60970,12700,26780,12260,51269,2852000
-1183,3375,420,9670,1750,4810,1630,56611,2656000
-1183,3375,480,19580,3860,10980,3800,4625,2734000
-1183,3374,470,22230,4100,11630,4130,44671,2708000
-11831,3374,360,24640,4720,11110,4570,45074,3500000
-11831,3374,220,50420,9740,22600,9350,43472,3512000
-11829,3375,270,16500,4430,13590,3860,25795,1924000
-1183,3375,230,19570,5170,14540,5260,35056,2031000
-11829,3375,370,13190,2920,7660,2850,27031,2189000
-11829,3374,290,15030,4110,13680,3900,21473,1953000
-11829,3374,520,14380,4720,10180,3990,22188,3067000
-11829,3374,410,13820,3610,9050,3440,275,2383000
-11829,3374,300,20740,5330,13110,5310,20329,2258000
-11829,3373,430,18540,5190,11510,4860,25759,2250000
-11829,3373,210,24920,7110,16990,6720,21382,2423000
-11829,3373,300,28350,7110,16690,6520,33616,2685000
-1183,3373,420,17310,,8660,4030,27451,2554000
-1183,3374,230,30750,8600,15840,8060,29386,2605000
-11831,3373,360,17250,2950,7990,3060,50874,3685000
-11831,3373,520,16650,2800,6560,2820,5249,3519000
-1183,3374,200,26250,6730,11840,6060,39167,2852000
-1183,3373,470,28520,6030,11300,5600,4194,2939000
-11831,3373,520,20250,3610,9570,3630,42059,3500000
-11828,3374,440,18530,5560,20900,5390,18584,2481000
-11828,3373,390,26020,8020,21780,7370,20469,2345000
-11828,3373,520,20850,5880,17670,5160,21935,2432000
-11828,3373,450,21370,5590,15500,5290,19167,2272000
-11829,3373,300,31610,,18650,7710,27139,2317000
-11829,3372,250,24690,5840,12530,5350,31932,2575000
-1183,3372,280,26470,6580,14590,5950,34474,2534000
-1183,3372,280,25100,5830,13880,5540,33397,2678000
-1183,3373,400,25820,6060,13040,5880,35694,2764000
-11831,3373,520,16420,2870,6920,2880,41812,3215000
-11831,3372,260,27110,5080,13720,4590,41451,3267000
-11833,3369,410,21680,3570,11710,3740,47216,3119000
-11831,3373,330,22650,3660,9860,3880,54533,4098000
-11832,3373,250,10990,1680,4070,1590,76886,5000010
-11833,3372,250,61910,10810,22970,10230,64246,4467000
-11829,3371,360,31350,7460,18150,6970,37596,3000000
-11831,3367,420,12970,2460,6110,2420,53074,4019000
-1183,3372,350,27900,,11670,4410,62028,3615000
-11829,3371,400,16440,4710,7800,4160,31071,4643000
-11829,3371,400,19330,4750,9020,4120,425,3328000
-11829,3371,310,28090,6660,13160,6330,45606,3038000
-11829,3372,390,26510,5900,11030,5080,3274,2543000
-11829,3372,210,15680,4520,8010,4220,35109,2250000
-11828,3368,80,28420,5220,16240,5100,37282,2875000
-11823,3424,310,38570,6070,16950,5720,7642,3964000
-11823,3423,340,23770,3620,10550,3620,60,3671000
-11824,3424,310,30190,4690,13490,4620,71463,3941000
-11824,3424,310,38120,5950,16450,5910,7585,3801000
-11823,3422,360,22880,4390,10790,4340,45486,3610000
-11824,3423,410,19120,3080,8960,3140,53473,3527000
-11824,3423,430,10610,2080,5140,2080,601,2542000
-11824,3423,420,15410,2800,7530,2640,51028,2921000
-11825,3423,350,28390,5920,14130,5380,41667,2712000
-11825,3425,340,31500,5180,13920,4800,49355,3369000
-11825,3423,340,24210,4750,12320,4540,46852,2962000
-11826,3424,350,15350,2830,8160,2870,61873,3121000
-11826,3424,350,16660,2800,7880,2730,66277,3444000
-11826,3424,350,24850,4180,12260,4060,57083,3295000
-11826,3424,420,8900,1790,5550,2000,44821,2719000
-11825,3423,410,19790,4960,11570,4590,44083,2177000
-11825,3422,300,20620,3960,10890,3750,55362,3012000
-11825,3423,370,19540,3680,9670,3700,50862,2613000
-11826,3423,430,14280,3250,8360,3020,45759,2092000
-11826,3423,380,11070,1940,5180,1950,75582,2637000
-11826,3423,330,18050,3030,8380,3010,54306,3266000
-11822,3421,290,21740,4180,10300,3950,35707,3417000
-11823,3421,360,29880,7190,13570,6570,35174,2680000
-11823,3421,290,25840,6080,12170,5680,33287,2734000
-11823,3421,320,14640,4060,6930,3800,25463,2000000
-11823,3421,380,13990,3900,8590,3860,34148,2348000
-11824,3422,410,24760,5060,12710,4850,34531,2639000
-11824,3422,340,17220,4060,9260,3710,41523,2520000
-11825,3422,340,25100,5350,15160,5420,38068,2670000
-11823,3421,500,3090,470,1210,450,6213,2850000
-11823,342,510,14770,2800,7500,2950,53925,3179000
-11823,342,480,14730,2940,8070,2960,3399,3063000
-11824,342,410,20670,4520,12820,4550,55756,3099000
-11824,3421,320,38170,8860,18880,8290,35777,2456000
-11824,3422,360,25070,5170,12320,4700,5529,2413000
-11827,3422,340,82060,11860,31410,11500,72812,4622000
-11823,3418,470,18530,3450,7570,3100,36875,4220000
-11823,3418,430,17080,2800,7680,2760,6207,4574000
-11823,3418,450,23320,,9430,3390,81132,4466000
-11826,3418,320,145560,20770,54590,20170,81657,5000010
-11822,3419,360,9590,2040,4460,2100,3215,3313000
-11822,3419,310,47040,9200,18950,8860,49297,4000000
-11822,3419,360,24430,4920,11150,4930,39777,4098000
-11821,3418,140,26720,3350,11130,3180,121579,5000010
-11823,3417,370,45240,10050,20990,9370,35781,3667000
-11821,3417,240,85900,12310,34010,11780,81325,4727000
-11821,3416,250,4340,740,1990,750,59199,4205000
-11819,3416,490,17880,2670,7350,2660,66009,3757000
-1182,3416,310,55500,8810,24650,8620,68317,4461000
-11823,3416,310,31050,5820,13590,5470,51718,4291000
-11823,3415,260,16490,5220,13320,4830,31004,2571000
-11823,3415,400,21240,3700,9980,3720,53369,3704000
-11824,3416,400,25490,5910,11560,5460,33333,3743000
-11824,3416,520,21870,2840,7330,2740,95823,4062000
-11824,3416,520,19040,2970,7970,2860,66603,3804000
-11825,3416,520,24770,3850,9930,3710,49135,3681000
-11825,3417,520,15320,2920,6310,2750,51242,3729000
-11825,3416,240,51310,14360,26900,13710,25668,2800000
-11826,3417,200,59490,14170,25930,13370,38576,3186000
-11826,3416,170,29430,7690,13120,6560,31484,1875000
-11826,3416,190,29190,8570,18660,8110,31733,2063000
-11826,3416,200,34070,8850,18830,8700,37321,3511000
-11827,3417,480,15600,2800,8250,2690,55118,3547000
-11827,3416,150,50360,12990,31640,11750,29148,2387000
-11827,3416,450,18650,3600,9730,3490,36587,3212000
-11828,3417,520,23320,4330,11350,4400,55658,3312000
-11827,3417,520,20100,,9080,3260,69135,3740000
-11827,3417,520,22870,2950,8290,2960,78383,5000010
-11827,3418,520,30340,4060,11580,3990,62976,4984000
-11828,3418,470,22430,3390,9110,3190,74046,4468000
-11828,3418,520,26020,4180,11370,4190,53185,3580000
-11829,3418,520,16020,2650,6670,2510,5049,3235000
-11828,3418,500,21950,3360,8780,3090,6884,3656000
-11828,3417,220,26640,6510,15530,6290,36354,2563000
-11829,3417,170,38520,10660,29860,9930,23482,2554000
-11829,3417,520,17320,3050,8750,3110,4325,2926000
-11829,3418,100,42920,10750,27190,9870,36974,2866000
-11829,3416,310,12620,3380,10190,3320,37083,2419000
-11829,3416,420,4130,1070,3490,1070,43438,1898000
-11829,3417,120,22380,6820,18820,6110,29,2083000
-1183,3417,170,40410,11690,33090,11170,26016,2224000
-1183,3417,300,480,140,740,160,50056,1625000
-11829,3416,350,12570,3180,7640,3190,32083,2380000
-1183,3416,400,18750,4600,8690,4380,32321,2436000
-1183,3416,350,32130,8740,24010,8190,28342,2568000
-11827,3416,470,14530,3560,7870,3450,30114,2555000
-11827,3415,220,22650,6370,16840,5610,26729,2171000
-11827,3415,250,30180,8060,22050,7420,30199,2202000
-11827,3415,140,17440,5360,14940,5310,32171,2308000
-11827,3416,520,8300,1830,4790,1790,31397,2537000
-11827,3416,480,13010,2530,6370,2600,43438,2527000
-11828,3416,490,13930,2900,6050,2820,29491,2574000
-11826,3416,180,17750,5250,9500,5220,35417,1771000
-11826,3415,140,29810,8940,19410,8630,30,1786000
-11826,3415,60,33400,9450,23150,8460,28884,2523000
-11826,3415,180,24810,7560,17630,6750,28088,2475000
-11824,3416,520,8500,1620,4930,1600,69408,2988000
-11824,3415,200,27340,6580,15620,6070,33906,2841000
-11824,3415,450,12350,2710,4990,2630,31435,2826000
-11825,3415,150,37120,10050,18880,8900,36875,2096000
-11825,3416,140,37000,9450,16810,9050,39054,2000000
-11824,3415,170,52820,16050,41160,15740,3052,2098000
-11824,3415,190,48520,14650,31710,13320,25924,1929000
-11825,3415,310,12380,3380,6050,3310,28478,2281000
-11825,3415,320,13770,4440,7680,4220,22621,1875000
-11825,3415,200,39600,10270,17290,9780,30441,1938000
-11823,3414,330,28650,8640,20610,7900,26268,2013000
-11824,3414,200,31960,9940,29290,9830,30206,2195000
-11824,3414,270,29090,10210,26140,9350,21444,2290000
-11823,3415,190,22940,7160,16860,6800,30288,2583000
-11823,3414,250,28640,8440,17450,8030,29167,2243000
-11824,3414,280,18430,5540,14020,5120,2462,2540000
-11824,3414,360,18130,5600,15010,5440,19125,2380000
-11824,3413,370,16440,3950,9590,3830,33636,2577000
-11824,3413,450,21700,4010,10430,3940,56921,2690000
-11824,3415,70,20630,6700,18920,6430,17301,2023000
-11824,3414,90,48770,14880,44860,14580,24421,2221000
-11825,3414,300,16150,5700,12450,5440,18929,1969000
-11825,3414,370,5840,2600,5520,2350,18235,2750000
-11825,3415,130,11070,4790,6160,4430,8185,1875000
-11826,3414,510,9020,3200,6500,3340,15417,2688000
-11826,3414,290,34310,12220,40940,12050,22614,2481000
-11827,3414,100,10600,3320,10250,2880,30074,1750000
-11826,3414,60,17270,5060,12000,4390,41083,2107000
-11827,3415,70,28370,7760,22870,7360,3008,2290000
-11826,3413,250,32080,11110,28430,10050,26673,2181000
-11826,3413,370,13830,4700,11850,4510,25,2071000
-11826,3413,370,1960,740,1940,680,12188,2188000
-11826,3414,230,13360,3960,12550,3590,25388,2050000
-11825,3414,130,34870,11310,37490,10720,21602,2219000
-11825,3414,250,59800,18560,52170,17720,2506,1845000
-11825,3413,220,23400,7730,22260,7540,25417,2175000
-11824,3413,450,19710,4390,12450,4300,40272,2605000
-11825,3413,520,3220,880,2290,890,2125,2438000
-11825,3413,360,29460,10250,25420,9120,22244,2559000
-11825,3412,210,7390,2650,8610,2460,24856,1813000
-11831,3422,270,77140,11320,31990,11000,71262,4462000
-11833,3421,310,31900,4890,13620,4800,6981,4029000
-11834,3421,360,18340,3160,8640,3090,47885,3022000
-11829,3418,360,31200,6200,14410,6120,39041,3204000
-1183,3419,140,36150,9130,19240,8520,35083,2809000
-1183,3419,520,17040,2770,7460,2620,47986,3261000
-1183,3419,510,15020,2430,5860,2310,4375,3324000
-11831,3419,270,47130,11690,23720,10770,37015,2879000
-1183,3419,520,29620,4680,13640,4660,49042,3435000
-11831,342,360,16920,2630,7780,2780,50865,3496000
-11832,342,360,21100,3460,9840,3420,69909,3453000
-11832,342,360,7590,1360,3720,1350,49886,3289000
-11832,342,360,19780,3370,8340,3110,39866,2944000
-11833,342,430,13250,2540,6130,2480,36071,2890000
-11833,342,430,23220,4180,11060,4330,43631,2846000
-11834,342,410,28600,6820,15160,6210,30431,2629000
-11834,3419,410,15240,3930,11760,3750,2875,1924000
-11836,342,140,18780,6140,18740,5590,25267,2318000
-11832,342,290,22090,4440,9520,4030,4375,3412000
-11832,3419,370,13350,2490,4850,2400,41731,3521000
-11832,3419,370,15190,3310,6130,3150,30179,2725000
-11831,3419,420,7240,1490,4200,1500,30625,3617000
-11832,3419,370,5890,1190,3750,1220,33897,2227000
-11833,342,230,71790,19850,47570,19240,31051,2065000
-1183,3418,130,71740,19970,42930,18720,30973,2519000
-1183,3417,370,3500,1150,3420,1110,30687,2000000
-1183,3418,50,54920,15490,29970,14050,33205,1721000
-11831,3418,110,31120,8900,17000,8510,31587,1813000
-11831,3419,130,38010,11160,19860,10780,20875,2227000
-11832,3418,490,1920,410,830,380,30179,1188000
-11832,3418,440,15940,3890,8320,3400,34,2121000
-11832,3417,390,19950,5640,12020,5440,35875,2500000
-11832,3417,470,25890,4650,12840,4850,51008,2471000
-11833,3417,480,25840,4830,11180,4590,42396,2451000
-11833,3419,460,21150,4630,11330,4390,37344,2220000
-11833,3418,450,25700,5170,12560,5100,46898,2260000
-11833,3419,450,15050,3470,7990,3190,3138,2170000
-11834,3419,480,8140,1650,4900,1760,31406,2231000
-11833,3418,450,15520,3150,7850,3160,37411,2355000
-11833,3418,490,19690,3770,9770,3670,38462,2313000
-11833,3418,480,21220,3850,9260,3620,56975,2314000
-11834,3419,430,10290,2520,6130,2550,26827,2199000
-11834,3419,470,17210,3430,8340,3340,41923,2312000
-11834,3418,450,30460,6330,14480,5990,324,2269000
-11834,3418,460,13930,3010,7140,2950,28125,2299000
-11835,3419,450,9030,1900,5570,2040,40313,2091000
-11836,3419,460,16760,3220,8460,2950,51814,2095000
-11835,3418,460,27110,4910,12770,4900,4282,2247000
-11835,3418,460,18400,3790,8660,3600,33056,2304000
-11835,3417,440,25720,6130,12800,5700,35583,2320000
-11835,3417,470,8580,1700,3650,1710,20385,2250000
-11835,3417,420,16040,3260,8140,3290,44408,2160000
-11836,3417,460,12680,2400,6610,2390,40742,2291000
-11834,3418,450,13280,2900,7200,2890,3875,2269000
-11834,3418,450,35660,7010,16010,6530,38668,2320000
-11834,3417,490,30330,5800,12840,5610,41161,2325000
-11835,3416,420,22670,4780,10830,4580,32015,2500000
-11835,3416,450,13900,2810,5380,2700,42212,2938000
-11835,3416,490,13050,2280,5840,2550,5636,2679000
-11833,3417,440,19340,3750,7500,3650,2473,2518000
-11833,3416,370,23810,5750,12350,4990,37941,2478000
-11834,3417,460,17180,3440,7560,3430,32125,2470000
-11834,3417,520,11330,2120,5450,2220,4875,2495000
-11834,3416,440,17170,3910,8480,3530,36111,2545000
-11834,3416,460,13960,2940,6080,2460,3692,2445000
-11833,3416,440,27050,6490,16760,6540,34286,2479000
-11833,3415,390,4930,1680,2590,1380,23667,175000
-11833,3415,440,13210,3030,4710,3010,42679,3318000
-11834,3415,400,30680,7560,11900,6950,35637,4974000
-11834,3415,160,15860,3770,6250,3440,40893,4500000
-11834,3416,250,60820,17630,26160,16440,36486,2469000
-11832,3417,450,34480,6900,15620,6430,40648,2588000
-11831,3416,380,23470,6650,13170,5470,32112,3493000
-11832,3416,490,10740,1700,4030,2080,62547,3667000
-11832,3417,400,18680,3560,7990,4030,29306,2793000
-11833,3416,230,13590,4280,7700,3800,34016,2346000
-11832,3416,460,23450,4530,10310,4270,43173,2783000
-1183,3417,160,13530,3980,12110,3570,31551,2050000
-11831,3416,370,21440,4460,8600,4350,39464,3150000
-11831,3417,120,31880,9310,21180,8500,31823,2183000
-11831,3417,240,29100,9170,25220,8730,24074,2194000
-11843,343,330,24430,4980,16010,4840,40223,1460000
-11843,343,370,13940,3130,11110,3270,36023,1618000
-11843,3429,390,17690,4100,14990,3900,31212,1535000
-11842,3429,340,14890,3260,13890,3130,34821,1603000
-11843,343,280,2710,610,2460,620,17062,1646000
-11844,3429,350,26060,4470,15550,4040,46864,1938000
-11843,3429,380,17040,3470,13840,3740,2865,1555000
-11843,3429,380,12370,2980,10730,2930,36726,1546000
-11843,3429,500,11810,2650,11960,2690,32095,1670000
-11843,3428,270,8620,2800,12430,2670,23724,1542000
-11844,3429,320,12600,3820,14340,3420,20286,1229000
-11844,3429,300,16320,4010,13570,4010,31588,1601000
-11845,3429,300,7620,2280,8400,2260,23375,1542000
-11844,3428,320,5270,1460,5820,1430,17708,1388000
-11844,3428,460,110,110,240,130,2875,1625000
-11844,3428,370,9440,2440,11070,2350,19688,1441000
-11844,3428,470,8430,1940,8000,1800,33687,1517000
-11844,3428,380,11560,3050,13590,2890,25147,1371000
-11845,3428,360,26020,6380,27800,6200,27155,1498000
-11771,3415,170,177150,23700,76650,23120,79068,3491000
-11773,3412,260,12790,1630,4120,1570,61731,2938000
-11778,3413,180,77980,11610,37100,12270,58819,2605000
-11776,3413,80,167590,22740,72490,21560,74837,3587000
-1178,3415,140,78760,12530,36990,11620,55423,2487000
-1178,3411,250,50390,8210,26540,8020,47969,2117000
-1178,341,170,51530,11640,29490,10830,35603,1746000
-1178,341,130,29960,4950,11870,4640,62456,1617000
-11779,3412,160,24260,4260,13190,4460,48125,2245000
-11779,3411,180,38140,7210,18810,6920,44722,2156000
-11783,3414,260,82540,11530,34600,11310,65253,3499000
-11783,3415,200,24210,3060,10230,2980,80683,4515000
-11782,3413,270,37700,5730,16060,5620,61321,3097000
-11784,3413,260,37730,6940,21030,6880,46937,1980000
-11787,3415,240,57450,7350,20610,6790,82827,4514000
-11793,3415,140,96100,20050,47230,19070,40393,1568000
-1179,3415,210,20560,4610,13320,4290,33942,2128000
-1179,3414,290,22400,4570,11870,4070,38365,1842000
-1179,3414,350,22590,5050,15610,5090,33043,1555000
-11791,3414,420,22250,4850,15440,4640,22442,1667000
-11789,3414,150,46440,9670,28550,8670,33654,2221000
-11788,3414,230,23080,3220,10010,3170,75112,3555000
-11788,3414,320,17640,3650,9240,3290,3875,1867000
-11788,3413,330,37130,7180,21060,7200,40023,1855000
-11785,3414,350,28990,4290,12510,4290,61049,2972000
-11785,3414,350,15820,2480,6540,2210,49091,2750000
-11786,3414,330,23440,3630,10980,3590,62089,2834000
-11787,3415,370,26550,4150,10560,4010,54224,2695000
-11786,3414,360,30970,6670,14840,6340,31905,2353000
-11787,3414,300,24950,5860,11390,5590,29375,2092000
-11785,3413,310,19590,3180,10210,3030,43145,2330000
-11785,3412,300,43670,10330,25240,9540,30448,1921000
-11786,3413,330,23830,4280,12690,4210,4636,2455000
-11786,3413,400,13040,2800,6070,2560,2588,2095000
-11786,3413,290,6300,1450,3780,1480,34107,1708000
-11787,3413,320,17410,3730,8720,3330,34219,1945000
-11787,3413,290,16770,4130,8730,4000,312,1943000
-11782,3412,260,31180,5280,15460,5450,527,2094000
-11784,3412,250,34650,5660,17220,5360,48304,2289000
-11783,3411,290,26710,4370,14840,4450,49844,2030000
-11784,3411,170,34990,6210,19110,6210,48894,1917000
-11784,3412,340,20260,3450,11420,3320,4392,1876000
-11785,3411,250,92550,16590,49440,16270,45708,2230000
-11781,3408,130,184480,24740,77750,23970,77876,3489000
-11781,3412,230,70630,11760,31000,11120,48229,1926000
-11781,3411,210,34810,8080,18660,7460,36201,1504000
-11781,341,190,19350,3990,11260,3890,38929,1446000
-11783,341,180,110260,19780,54070,19230,4075,2311000
-11776,341,280,40860,8710,19730,8530,2621,2022000
-11778,3409,320,26430,5160,18620,4780,37177,1772000
-11779,341,260,16640,3440,10240,3390,35192,1905000
-11776,3412,160,90200,15090,35750,14860,42415,2757000
-11777,3412,150,42600,7700,20070,6950,44609,2300000
-11776,3411,220,49350,9540,28740,9380,39825,1805000
-11777,341,500,23880,4940,12410,4590,28818,1672000
-11777,3411,280,19980,4140,11240,3890,375,1809000
-11778,3411,230,70790,13810,32050,13270,30735,2123000
-11774,3411,280,34940,5660,13910,5220,53637,2147000
-11775,3412,250,54110,9980,22430,10190,43148,2407000
-11774,341,260,27230,6040,18470,4980,26779,1360000
-11774,341,290,27420,4880,24770,5320,35072,1219000
-11775,341,210,80690,21740,43690,20360,32756,1568000
-11771,3412,200,112500,18930,49520,18590,56785,2395000
-11773,3412,260,64590,8940,24870,8850,62089,2618000
-11771,341,410,5550,1300,14920,1230,22813,1250000
-11771,341,520,5670,1520,26880,1260,1875,2125000
-11772,341,520,28670,4960,9780,5130,31477,2912000
-11772,341,320,32410,8950,15920,8100,24952,1818000
-11772,341,460,24770,4580,10340,4550,55,2897000
-11773,341,370,34570,,13440,5300,58891,2260000
-11771,3409,360,26370,4760,13850,4830,41739,1587000
-11771,3408,260,27440,4940,14110,4650,42639,1542000
-11772,3409,360,14730,3280,7850,2990,32566,1518000
-11772,3409,330,49790,9340,25750,8740,37958,1525000
-11773,3409,300,23450,4960,18970,4540,24375,1121000
-11773,3409,360,15430,2970,13550,3030,35313,1178000
-11773,3408,330,13500,2650,12510,2570,29063,1152000
-11774,3409,300,31990,5910,21920,5630,34871,1364000
-11775,3408,330,28240,5230,17970,4930,36359,1351000
-11775,3408,330,10670,1940,6000,2010,40368,1391000
-11775,3409,360,30940,5560,16720,5450,42143,1469000
-11776,3408,370,22630,5020,16770,5220,29388,1392000
-11777,3408,270,59290,9320,28170,8280,60434,2148000
-11777,3407,360,29220,6520,23920,6290,28661,1240000
-11777,3407,290,29760,6620,24520,6330,30638,1136000
-11775,3407,520,15480,3480,11310,3430,263,1273000
-11776,3407,510,15380,3940,11730,3880,23156,1098000
-11776,3407,480,11570,2470,6770,2180,28594,1272000
-11776,3406,330,18310,4860,16250,4720,19937,1036000
-11776,3406,470,5080,1080,3840,860,19583,926000
-11777,3406,270,21780,6290,23790,5910,19766,1080000
-11778,3407,180,36100,7720,28990,7650,39784,1135000
-11778,3406,250,17120,4910,18070,4780,22258,1148000
-11779,3407,330,16940,3330,16890,3010,37583,1163000
-11779,3407,340,9750,1920,8700,1830,37933,1161000
-11778,3406,330,10560,2720,9640,3000,24464,1287000
-11778,3405,390,29330,5900,18860,5500,39224,1313000
-1178,3405,50,45360,11780,24850,9090,41118,1259000
-1178,3406,340,10810,2050,13250,2520,36298,1085000
-11782,3405,210,40310,9230,25580,8340,31641,1173000
-11776,3406,300,17000,5040,17190,4590,2227,919000
-11776,3405,360,29100,8190,30550,7820,19029,980000
-11775,3405,350,12930,3390,14940,3120,16645,933000
-11776,3405,360,38390,10040,47110,9420,23859,1162000
-11774,3408,350,16130,2980,9110,2930,34398,1343000
-11774,3407,420,25040,5530,15500,5090,30294,1357000
-11774,3406,480,24380,5990,15080,5480,28983,1292000
-11774,3407,520,18680,3160,9470,3280,42415,1401000
-11775,3407,520,12790,2130,4440,2040,52269,1610000
-11775,3407,520,25500,5860,12460,5760,16006,1462000
-11772,3408,340,27420,4910,17610,4960,32481,1288000
-11772,3407,330,41000,7400,25800,7300,37321,1342000
-11773,3408,280,51730,10690,35020,9540,38438,1308000
-11773,3407,340,40380,7250,27160,7590,41339,1350000
-11772,3406,320,22090,6540,17180,5690,19643,1132000
-11773,3406,340,3440,1080,3150,1190,31786,1178000
-11773,3406,510,4980,1150,3680,1120,14063,988000
-11773,3407,330,19210,4890,14300,4670,23406,1226000
-11773,3407,330,10250,2610,8540,2690,22596,1194000
-11773,3405,360,9750,2430,8090,2330,28929,1181000
-11773,3405,280,27580,7710,28770,6940,20734,1133000
-11774,3405,300,11850,3170,14660,3020,2625,943000
-11774,3405,290,24520,7000,30290,6650,21354,1107000
-11774,3405,270,8520,2370,10240,2210,21141,1109000
-11775,3405,460,14800,3580,15110,3480,19718,1106000
-11773,3404,260,38270,8140,33670,8100,315,1297000
-11773,3403,420,19670,3780,14590,3480,30375,1181000
-11774,3402,330,23180,4640,19040,4510,37454,1164000
-11774,3404,270,22150,4400,19870,4490,30429,1296000
-11774,3403,270,36230,8090,37120,7540,34609,1233000
-11775,3404,220,29480,6360,26000,6020,3125,1136000
-11776,3404,340,19140,,15640,3280,28347,1158000
-11776,3404,360,22420,4480,20520,4470,34464,1130000
-11785,340,260,27120,4020,13890,3770,56513,2279000
-11786,3399,100,178200,28120,86860,26660,63875,3107000
-1178,3403,250,42400,6430,18850,6370,62384,2476000
-11778,3403,80,320540,52900,155070,50500,60191,2539000
-11783,3401,160,94460,16500,49110,15340,50111,2129000
-1178,3402,230,33510,5910,15350,5220,50869,2306000
-11781,3401,120,91970,16420,43320,15540,49589,2821000
-11779,3402,50,186900,28620,94270,27770,64266,3156000
-11784,340,260,7970,1170,3830,1140,68758,2538000
-11783,3399,140,175270,27510,83800,26760,62734,2670000
-11784,3398,260,36380,5570,19930,5930,61076,2212000
-11783,3397,110,215330,30780,96710,28900,70329,3683000
-11787,3404,70,277000,41790,150370,40720,66288,3397000
-11786,3402,190,63000,9370,36710,9430,59716,2621000
-11786,3401,160,46320,,30380,7270,51762,2644000
-11787,3402,160,35520,5750,21200,5730,64333,2715000
-11784,3404,40,99590,15440,49040,14290,69754,4025000
-11785,3406,240,31280,4970,14060,4720,75286,4627000
-11785,3408,230,11600,1660,4670,1780,8105,3862000
-11785,3407,320,7610,1010,2950,950,111077,5000010
-11786,3408,310,25240,3490,10030,3430,75196,3809000
-11787,3408,330,45180,7160,20370,7640,56015,2672000
-11787,3407,210,47230,8820,22100,7680,38167,2587000
-11785,341,220,51790,9440,23150,8840,451,1899000
-11786,3409,290,38550,5850,22050,6090,55496,2182000
-11785,3409,160,45560,6390,20660,6510,64667,2639000
-11786,3409,260,34080,5420,16640,5430,61498,2391000
-11787,341,250,22080,4770,10840,4240,3775,1917000
-11787,3409,310,14840,3270,9270,3170,36484,1896000
-11788,341,320,33570,6210,16960,6040,42685,2166000
-11789,3409,360,18110,3200,10050,3320,55629,1883000
-11787,3409,360,12670,1910,6400,2000,52405,2200000
-11787,3408,330,36300,8000,22570,7960,32469,2069000
-11788,3409,290,34160,7900,22230,7280,35109,1860000
-11786,341,230,25350,4900,13270,4660,35977,1806000
-11786,341,290,11850,1970,5880,1960,50832,1969000
-11787,341,150,64090,13630,33590,12670,3875,1733000
-11784,341,170,78360,16240,44190,15260,38465,1807000
-11785,3411,270,17480,4030,9850,4160,31133,1806000
-11787,3412,330,20590,3610,10730,3390,42454,1838000
-11788,3412,330,14850,2740,10060,2580,51708,1585000
-11788,3412,340,9120,1650,5220,1500,40417,1780000
-11787,3412,340,10040,2200,7720,2170,38571,1745000
-11787,3411,230,40660,8190,21050,7370,46556,1996000
-11787,3411,340,13240,2110,7990,2280,45234,1922000
-11788,3411,300,30820,6020,20080,6190,41411,1827000
-11789,3412,350,14700,2410,8850,2460,49239,1688000
-11788,3412,350,15740,2760,10880,2890,40938,1653000
-11789,3411,360,8060,1470,4460,1530,45221,1513000
-11788,3411,180,29230,6700,17510,6560,32383,1570000
-11789,3412,350,14470,2720,12240,2680,39934,1419000
-11789,3412,350,15660,3210,13960,3170,405,1413000
-11789,3411,270,24340,5350,16230,4980,36875,1402000
-1179,3411,370,12860,2550,10470,2490,42019,1401000
-11788,3413,250,25590,6540,16740,6230,28547,1556000
-11788,3412,360,20290,3510,13270,3640,41836,1643000
-11789,3413,340,21590,3860,14430,3850,41995,1474000
-1179,3413,250,30760,8560,28680,7520,26619,1176000
-1179,3413,320,16400,3910,13120,3580,26292,1361000
-1179,3413,50,11260,3160,8190,3110,15,1398000
-1179,3413,370,18010,4220,15640,4250,31597,1330000
-1179,3412,330,17880,4560,17870,3610,26629,1241000
-1179,3412,330,15550,3610,15710,3860,40529,1382000
-1179,3412,350,9570,1940,8040,2210,33322,1514000
-11791,3413,340,15400,3280,10370,3170,22132,1385000
-11792,3413,420,17620,3980,15260,3650,28643,1326000
-11791,3412,410,26730,5780,22590,5920,37846,1455000
-11791,3412,330,13910,3090,10380,2980,41944,1495000
-11792,3412,320,25520,5760,21610,5480,29459,1444000
-11793,3412,360,2940,670,2660,800,35385,1344000
-1179,3411,230,47760,13160,47970,11870,21667,1426000
-11791,3411,200,31580,6840,23960,7130,3525,1530000
-11792,3411,240,28380,6950,21510,6450,32202,1262000
-11794,341,310,12390,2540,9290,2440,33625,1534000
-11797,3411,180,1230,280,1210,260,30417,1375000
-11799,3408,110,23990,5270,23070,5310,35625,1410000
-11799,3407,310,15070,3690,15480,3470,34327,1472000
